Company,Job Title,Location,Remote,Experience Level,Date Posted,Easy Apply,Applicants,Required Skills,Salary
Cochrane,Data Analyst,France,No,Freelance,2025-02-16,No,291,"SQL, Excel, Statistics, Python, Big Data, Data Visualization",£40K - £50K
Talent Glider,Sustainability Data Analyst,UAE,Yes,Trainee,2025-02-11,No,245,"Data Visualization, Machine Learning, Big Data, Excel",€35K - €45K
TELUS Digital,Trainee Data Analyst,Ireland,No,Senior,2025-02-01,Yes,443,"Data Visualization, Power BI, Python",Not Disclosed
Peroptyx,Freelance Online Data Analyst,Poland,Yes,Entry-level,2025-02-09,Yes,210,"Big Data, Python, Machine Learning, ETL",$70K - $90K
Peroptyx,Online Data Analyst,Germany,Yes,Internship,2025-02-14,Yes,269,"Big Data, Statistics, Excel, Tableau, Machine Learning, Python",$50K - $70K
Binance,Data Analyst,Saudi Arabia,No,Fellowship,2025-02-08,Yes,390,"Data Visualization, Power BI, SQL",$70K - $90K
Peroptyx,Sustainability Data Analyst,Germany,No,Senior,2025-01-30,No,359,"Machine Learning, SQL, Python, Big Data",£30K - £40K
CONNECTMETA.AI,Data Analyst,Saudi Arabia,Yes,Trainee,2025-01-31,No,224,"Machine Learning, Tableau, Python",£30K - £40K
Binance,Trainee Data Analyst,Spain,No,Senior,2025-01-30,No,63,"Statistics, Big Data, ETL, Power BI",£30K - £40K
Peroptyx,Online Data Analyst,Nigeria,Yes,Fellowship,2025-01-24,No,212,"Statistics, Excel, Data Visualization",Not Disclosed
CONNECTMETA.AI,Data Science Intern,Portugal,Yes,Mid-level,2025-02-18,Yes,36,"ETL, Tableau, Big Data, SQL, Excel",Not Disclosed
Peroptyx,Sustainability Data Analyst,Norway,Yes,Senior,2025-02-19,No,140,"Statistics, Tableau, Data Visualization, SQL",Not Disclosed
CapsLock,Sustainability Data Analyst,Spain,No,Fellowship,2025-02-21,Yes,344,"ETL, Data Visualization, Tableau",£40K - £50K
CapsLock,Trainee Data Analyst,Spain,No,Internship,2025-01-26,Yes,409,"SQL, Data Visualization, Statistics",£40K - £50K
Oeson Learning™,Data Science Intern,Portugal,No,Entry-level,2025-01-25,No,453,"Power BI, Machine Learning, Statistics, Data Visualization",Not Disclosed
Binance,Online Data Analyst,Ireland,No,Fellowship,2025-02-06,No,97,"Excel, SQL, Statistics, Big Data, ETL, Machine Learning",£30K - £40K
Talent Glider,Data Scientist,Italy,No,Senior,2025-02-16,Yes,264,"Machine Learning, Statistics, SQL, Tableau",£30K - £40K
Binance,Data Analyst,Ireland,No,Trainee,2025-02-09,No,54,"Machine Learning, Tableau, Excel, Power BI, Statistics, SQL",€50K - €60K
Binance,Online Data Analyst,Ireland,Yes,Entry-level,2025-01-31,Yes,108,"Data Visualization, Big Data, ETL, Statistics, Python",€35K - €45K
Oeson Learning™,Freelance Online Data Analyst,Norway,No,Internship,2025-02-12,Yes,396,"SQL, Excel, Machine Learning, ETL, Power BI, Data Visualization",£40K - £50K
Dataleum,Data Science Intern,Spain,Yes,Senior,2025-02-13,No,237,"Big Data, ETL, Power BI",€35K - €45K
Oeson Learning™,Online Data Analyst,Saudi Arabia,No,Freelance,2025-01-24,Yes,282,"Machine Learning, Big Data, Excel, Power BI, ETL",Not Disclosed
Cochrane,Data Analyst,France,No,Internship,2025-02-19,Yes,12,"Data Visualization, Power BI, SQL, Statistics",£40K - £50K
TELUS Digital,Freelance Online Data Analyst,United Kingdom,No,Internship,2025-02-10,No,53,"SQL, Excel, Big Data, Tableau",€50K - €60K
Oeson Learning™,Data Scientist,Poland,Yes,Entry-level,2025-02-10,No,178,"Machine Learning, ETL, Tableau",€35K - €45K
Talent Glider,Trainee Data Analyst,United Kingdom,Yes,Trainee,2025-01-31,No,353,"Excel, Power BI, SQL",$50K - $70K
CapsLock,Data Scientist,United Kingdom,No,Fellowship,2025-01-25,Yes,413,"Machine Learning, Big Data, Statistics, Power BI, ETL",Not Disclosed
Dataleum,Data Scientist,Portugal,Yes,Fellowship,2025-02-02,Yes,114,"SQL, Tableau, Big Data, Data Visualization",£30K - £40K
TELUS Digital,Data Science Intern,Nigeria,No,Internship,2025-02-19,Yes,303,"Excel, ETL, Python",€35K - €45K
Binance,Data Analyst,Saudi Arabia,No,Entry-level,2025-02-08,Yes,112,"Data Visualization, Excel, SQL, Tableau, ETL, Power BI",£30K - £40K
Binance,Data Science Intern,Germany,Yes,Entry-level,2025-02-06,No,45,"Tableau, Power BI, Big Data, Data Visualization",£40K - £50K
TELUS Digital,Trainee Data Analyst,UAE,No,Fellowship,2025-02-11,No,245,"Power BI, Data Visualization, Machine Learning, Big Data, Statistics",£30K - £40K
Talent Glider,Data Analyst,Nigeria,Yes,Mid-level,2025-01-24,No,141,"ETL, Python, Machine Learning, Statistics, Tableau",£30K - £40K
Oeson Learning™,Freelance Online Data Analyst,Poland,No,Freelance,2025-02-22,Yes,345,"ETL, Tableau, Machine Learning, Statistics, SQL",€35K - €45K
Binance,Data Science Intern,Germany,Yes,Trainee,2025-02-21,Yes,51,"Excel, Statistics, Tableau, Python",£40K - £50K
Cochrane,Sustainability Data Analyst,Saudi Arabia,No,Trainee,2025-02-21,No,203,"Statistics, ETL, SQL, Data Visualization, Python",Not Disclosed
Binance,Online Data Analyst,Portugal,Yes,Mid-level,2025-02-11,Yes,16,"Python, Machine Learning, Big Data, ETL, SQL, Statistics",Not Disclosed
Talent Glider,Data Analyst,Poland,Yes,Trainee,2025-01-28,No,79,"Python, Data Visualization, Excel",€50K - €60K
TELUS Digital,Data Science Intern,Ireland,No,Mid-level,2025-02-17,No,366,"Excel, ETL, Tableau, Machine Learning, Big Data, SQL",$50K - $70K
Cochrane,Sustainability Data Analyst,Germany,No,Trainee,2025-02-13,Yes,431,"Big Data, Data Visualization, Python, Machine Learning, Tableau",Not Disclosed
Binance,Freelance Online Data Analyst,Saudi Arabia,Yes,Senior,2025-02-18,No,122,"Big Data, Python, Excel",€35K - €45K
Binance,Online Data Analyst,Poland,Yes,Senior,2025-02-10,Yes,293,"Statistics, Excel, Tableau, Big Data",€50K - €60K
CapsLock,Trainee Data Analyst,Spain,Yes,Entry-level,2025-01-28,No,430,"Statistics, ETL, Machine Learning, Tableau",£30K - £40K
Dataleum,Data Science Intern,UAE,Yes,Trainee,2025-02-08,Yes,478,"Tableau, ETL, SQL, Machine Learning",€35K - €45K
Found By Few,Sustainability Data Analyst,Saudi Arabia,No,Mid-level,2025-02-18,Yes,469,"Data Visualization, Machine Learning, Statistics, Power BI, Python, Big Data",$70K - $90K
Cochrane,Trainee Data Analyst,UAE,No,Senior,2025-01-28,No,107,"Machine Learning, ETL, Statistics, Tableau, Data Visualization",£40K - £50K
Oeson Learning™,Data Scientist,United Kingdom,Yes,Senior,2025-02-06,No,175,"Excel, Power BI, Data Visualization",€50K - €60K
Cochrane,Sustainability Data Analyst,Ireland,No,Freelance,2025-01-27,Yes,466,"Python, Power BI, Machine Learning, Tableau, Big Data",£40K - £50K
Peroptyx,Freelance Online Data Analyst,Poland,Yes,Senior,2025-02-08,Yes,381,"Tableau, Statistics, Python",€50K - €60K
TELUS Digital,Data Analyst,Norway,Yes,Mid-level,2025-01-29,No,114,"Statistics, SQL, Machine Learning",Not Disclosed
Dataleum,Data Analyst,Poland,Yes,Fellowship,2025-01-28,No,141,"Machine Learning, Data Visualization, Power BI, SQL, Tableau, Excel",$50K - $70K
Binance,Trainee Data Analyst,Nigeria,No,Freelance,2025-02-14,Yes,15,"Excel, SQL, Machine Learning, Statistics, Python",Not Disclosed
CapsLock,Sustainability Data Analyst,Germany,No,Internship,2025-02-12,Yes,36,"ETL, Data Visualization, Excel, Python, Big Data, Statistics",£40K - £50K
CapsLock,Online Data Analyst,Germany,No,Trainee,2025-02-15,Yes,122,"Statistics, Python, SQL, Excel, Big Data",£30K - £40K
Oeson Learning™,Data Science Intern,Ireland,Yes,Fellowship,2025-02-08,Yes,466,"Machine Learning, Power BI, ETL, Big Data",Not Disclosed
Oeson Learning™,Data Science Intern,France,No,Fellowship,2025-01-31,Yes,154,"Machine Learning, Excel, Power BI",£40K - £50K
Talent Glider,Sustainability Data Analyst,Nigeria,No,Fellowship,2025-02-17,Yes,222,"Tableau, Machine Learning, Excel, Big Data, Power BI",$70K - $90K
Talent Glider,Sustainability Data Analyst,Ireland,No,Internship,2025-02-05,Yes,332,"ETL, Data Visualization, Excel, Statistics, Tableau, Big Data",$50K - $70K
Cochrane,Freelance Online Data Analyst,Spain,Yes,Trainee,2025-02-05,Yes,184,"ETL, Tableau, Statistics, SQL, Python",€50K - €60K
Binance,Data Science Intern,Nigeria,Yes,Fellowship,2025-02-10,No,40,"Statistics, Python, Machine Learning, Data Visualization, Tableau",€50K - €60K
Peroptyx,Trainee Data Analyst,Saudi Arabia,No,Trainee,2025-02-05,No,434,"Excel, Data Visualization, SQL, ETL, Statistics, Big Data",£30K - £40K
CapsLock,Trainee Data Analyst,Portugal,Yes,Mid-level,2025-01-28,Yes,368,"Tableau, Power BI, Data Visualization, Machine Learning, Excel, SQL",€50K - €60K
CONNECTMETA.AI,Data Analyst,Nigeria,No,Senior,2025-01-24,No,47,"Power BI, ETL, Data Visualization",$70K - $90K
Talent Glider,Online Data Analyst,United Kingdom,No,Freelance,2025-02-11,Yes,485,"Data Visualization, SQL, ETL, Machine Learning",£40K - £50K
Cochrane,Data Science Intern,United Kingdom,Yes,Internship,2025-02-16,Yes,118,"Excel, ETL, Big Data",£30K - £40K
Found By Few,Sustainability Data Analyst,Spain,No,Entry-level,2025-01-30,Yes,244,"SQL, Statistics, Python, Machine Learning, Big Data, Excel",$50K - $70K
Binance,Data Science Intern,United Kingdom,No,Mid-level,2025-02-08,Yes,89,"Power BI, Excel, Machine Learning, Tableau, Python",Not Disclosed
CONNECTMETA.AI,Data Analyst,Spain,Yes,Senior,2025-01-26,No,238,"Data Visualization, Excel, Power BI, Statistics, Machine Learning, ETL",€50K - €60K
Found By Few,Online Data Analyst,Norway,No,Internship,2025-02-07,No,209,"Machine Learning, Excel, Tableau",£40K - £50K
Cochrane,Data Analyst,United Kingdom,Yes,Senior,2025-02-11,No,452,"Machine Learning, ETL, Python",€50K - €60K
Cochrane,Data Scientist,Saudi Arabia,No,Entry-level,2025-01-30,Yes,121,"SQL, Python, Data Visualization, Power BI, Excel",€35K - €45K
Peroptyx,Data Science Intern,United Kingdom,No,Senior,2025-02-18,No,152,"Data Visualization, Tableau, Machine Learning",$70K - $90K
CONNECTMETA.AI,Data Analyst,Norway,No,Fellowship,2025-01-28,Yes,285,"Big Data, ETL, Power BI, Data Visualization, Tableau",Not Disclosed
Peroptyx,Data Scientist,Poland,No,Senior,2025-01-31,Yes,334,"Data Visualization, Power BI, Tableau",€50K - €60K
CapsLock,Data Science Intern,UAE,No,Mid-level,2025-02-19,Yes,42,"Excel, Python, Statistics, Tableau, Big Data",$50K - $70K
Oeson Learning™,Data Scientist,France,Yes,Freelance,2025-01-29,No,348,"Data Visualization, Machine Learning, SQL, Excel",Not Disclosed
Talent Glider,Trainee Data Analyst,Portugal,Yes,Senior,2025-02-15,Yes,104,"Machine Learning, Excel, SQL",$50K - $70K
CONNECTMETA.AI,Freelance Online Data Analyst,France,Yes,Senior,2025-02-13,No,124,"Excel, Big Data, SQL, Power BI",Not Disclosed
Found By Few,Data Science Intern,United Kingdom,Yes,Fellowship,2025-01-24,Yes,424,"Statistics, Big Data, Python",£40K - £50K
TELUS Digital,Online Data Analyst,Portugal,No,Freelance,2025-01-28,No,475,"Data Visualization, Machine Learning, SQL, Statistics",€50K - €60K
CONNECTMETA.AI,Sustainability Data Analyst,United Kingdom,No,Freelance,2025-01-25,No,385,"ETL, Statistics, Excel, Python, SQL, Machine Learning",$50K - $70K
Found By Few,Data Analyst,United Kingdom,Yes,Fellowship,2025-02-18,Yes,175,"Excel, Statistics, Data Visualization, Big Data",£30K - £40K
TELUS Digital,Data Scientist,Germany,Yes,Fellowship,2025-01-28,No,304,"Power BI, Tableau, Big Data, SQL, Statistics, Machine Learning",€50K - €60K
Talent Glider,Trainee Data Analyst,Poland,No,Trainee,2025-02-16,Yes,360,"Python, Machine Learning, Big Data, Power BI, Tableau, SQL",$70K - $90K
Binance,Freelance Online Data Analyst,UAE,Yes,Entry-level,2025-02-12,No,400,"Python, Data Visualization, SQL, Machine Learning, Excel",£40K - £50K
Peroptyx,Sustainability Data Analyst,Spain,No,Entry-level,2025-01-31,Yes,94,"Python, Statistics, Excel",€35K - €45K
Cochrane,Trainee Data Analyst,United Kingdom,Yes,Freelance,2025-02-18,Yes,45,"Statistics, Machine Learning, Data Visualization, Excel, ETL",Not Disclosed
Peroptyx,Sustainability Data Analyst,France,No,Freelance,2025-02-12,Yes,169,"Power BI, Big Data, Python, Statistics, Data Visualization",$70K - $90K
Found By Few,Trainee Data Analyst,Portugal,No,Mid-level,2025-02-19,No,250,"Python, Power BI, ETL, Data Visualization, Excel, Statistics",£40K - £50K
TELUS Digital,Sustainability Data Analyst,Germany,No,Senior,2025-02-17,No,137,"Power BI, Data Visualization, Excel, SQL, Machine Learning, Python",$70K - $90K
CapsLock,Data Scientist,Portugal,Yes,Internship,2025-02-11,Yes,432,"Big Data, Excel, Data Visualization, Tableau, Machine Learning",$50K - $70K
CONNECTMETA.AI,Data Analyst,Italy,No,Entry-level,2025-01-26,No,15,"SQL, Big Data, Python, Tableau, Machine Learning, Statistics",€35K - €45K
Oeson Learning™,Online Data Analyst,France,Yes,Fellowship,2025-01-28,No,355,"Data Visualization, Excel, Power BI, SQL",£30K - £40K
Peroptyx,Trainee Data Analyst,Germany,No,Internship,2025-02-20,Yes,140,"Tableau, Power BI, Data Visualization, SQL",$50K - $70K
Oeson Learning™,Freelance Online Data Analyst,Germany,No,Entry-level,2025-02-09,No,120,"Data Visualization, Excel, Statistics, ETL, Machine Learning, Tableau",£40K - £50K
Dataleum,Online Data Analyst,UAE,Yes,Freelance,2025-02-06,Yes,100,"Big Data, Power BI, Machine Learning, Excel",$70K - $90K
TELUS Digital,Online Data Analyst,Spain,Yes,Senior,2025-02-11,No,274,"Python, Data Visualization, Big Data, SQL, Statistics",€50K - €60K
Dataleum,Trainee Data Analyst,Poland,No,Freelance,2025-02-13,Yes,265,"Tableau, Power BI, ETL, Big Data",$70K - $90K
TELUS Digital,Sustainability Data Analyst,Italy,Yes,Freelance,2025-02-12,No,274,"Excel, Machine Learning, Tableau, Power BI",€35K - €45K
Dataleum,Data Science Intern,UAE,No,Entry-level,2025-02-20,Yes,494,"Python, Statistics, ETL, Tableau, Excel, Big Data",$70K - $90K
Dataleum,Sustainability Data Analyst,Norway,Yes,Trainee,2025-01-27,Yes,66,"Tableau, Statistics, ETL",€35K - €45K
CONNECTMETA.AI,Online Data Analyst,Germany,Yes,Mid-level,2025-01-30,Yes,355,"SQL, Python, Power BI",£40K - £50K
Oeson Learning™,Data Scientist,Italy,No,Freelance,2025-01-24,Yes,428,"Power BI, ETL, SQL, Big Data",€35K - €45K
CONNECTMETA.AI,Data Science Intern,Norway,No,Senior,2025-02-17,No,464,"Data Visualization, Machine Learning, Statistics",€50K - €60K
Peroptyx,Data Analyst,Nigeria,No,Mid-level,2025-02-10,No,331,"ETL, Statistics, SQL, Python, Excel, Big Data",€50K - €60K
Oeson Learning™,Data Analyst,Saudi Arabia,Yes,Freelance,2025-01-25,No,292,"Python, SQL, Big Data, ETL, Data Visualization, Machine Learning",$70K - $90K
Talent Glider,Online Data Analyst,Nigeria,Yes,Trainee,2025-02-04,Yes,333,"Big Data, Excel, Data Visualization, Power BI, Python",€35K - €45K
CapsLock,Data Analyst,United Kingdom,Yes,Trainee,2025-02-11,Yes,321,"Statistics, Power BI, ETL, Machine Learning, Big Data",€35K - €45K
CapsLock,Sustainability Data Analyst,Poland,No,Internship,2025-02-11,No,24,"Data Visualization, SQL, Big Data, Machine Learning, Tableau, Python",€35K - €45K
Found By Few,Data Science Intern,Saudi Arabia,Yes,Internship,2025-02-16,No,223,"Python, SQL, ETL",Not Disclosed
Cochrane,Trainee Data Analyst,Portugal,No,Entry-level,2025-02-09,Yes,282,"Tableau, Machine Learning, Data Visualization, Power BI",£40K - £50K
CONNECTMETA.AI,Freelance Online Data Analyst,Portugal,No,Mid-level,2025-02-21,No,447,"SQL, ETL, Data Visualization, Tableau, Excel, Statistics",£30K - £40K
Peroptyx,Online Data Analyst,Saudi Arabia,Yes,Entry-level,2025-02-19,No,382,"ETL, SQL, Power BI, Tableau, Machine Learning",£30K - £40K
CapsLock,Freelance Online Data Analyst,Portugal,Yes,Senior,2025-02-08,Yes,89,"Power BI, Machine Learning, ETL, Python, Tableau",€50K - €60K
Talent Glider,Data Scientist,Italy,No,Internship,2025-02-17,No,391,"ETL, SQL, Tableau, Excel",£30K - £40K
Found By Few,Sustainability Data Analyst,Spain,Yes,Internship,2025-02-03,Yes,35,"Machine Learning, SQL, Tableau, Power BI",€50K - €60K
Found By Few,Sustainability Data Analyst,Nigeria,Yes,Trainee,2025-02-14,No,284,"Statistics, Excel, Python",£30K - £40K
TELUS Digital,Freelance Online Data Analyst,United Kingdom,Yes,Mid-level,2025-02-02,No,411,"Excel, Python, SQL, Data Visualization",£40K - £50K
CONNECTMETA.AI,Sustainability Data Analyst,Nigeria,No,Entry-level,2025-02-01,No,194,"Big Data, Data Visualization, Python, Statistics, Excel, Tableau",$50K - $70K
Cochrane,Online Data Analyst,Poland,Yes,Senior,2025-02-01,No,74,"SQL, ETL, Python",€35K - €45K
Cochrane,Sustainability Data Analyst,Poland,Yes,Senior,2025-02-18,Yes,342,"Big Data, Python, SQL, Statistics, Machine Learning, Tableau",Not Disclosed
TELUS Digital,Freelance Online Data Analyst,Saudi Arabia,Yes,Entry-level,2025-01-28,Yes,155,"Big Data, Power BI, Tableau, SQL, Python, Machine Learning",€35K - €45K
Talent Glider,Freelance Online Data Analyst,Spain,Yes,Internship,2025-01-28,No,446,"Power BI, ETL, Big Data, Data Visualization, Tableau, SQL",£30K - £40K
Dataleum,Sustainability Data Analyst,Ireland,No,Trainee,2025-02-14,No,239,"Machine Learning, ETL, Statistics, Power BI, Tableau",€50K - €60K
Peroptyx,Data Science Intern,Saudi Arabia,No,Mid-level,2025-02-05,No,206,"Python, ETL, Statistics, Big Data, Tableau",€50K - €60K
Found By Few,Freelance Online Data Analyst,France,Yes,Entry-level,2025-02-19,Yes,142,"Excel, ETL, Statistics, Tableau, Machine Learning, Big Data",£40K - £50K
Dataleum,Data Analyst,Spain,No,Entry-level,2025-01-25,Yes,241,"Tableau, Statistics, Python, Data Visualization, Machine Learning",€35K - €45K
Peroptyx,Data Analyst,Saudi Arabia,No,Freelance,2025-02-16,Yes,396,"Power BI, Big Data, Data Visualization, Machine Learning",€35K - €45K
Cochrane,Freelance Online Data Analyst,United Kingdom,No,Internship,2025-02-14,No,455,"Tableau, Data Visualization, Statistics, Big Data, SQL, Python",£40K - £50K
TELUS Digital,Trainee Data Analyst,Norway,Yes,Internship,2025-02-04,Yes,172,"SQL, Big Data, Machine Learning",£30K - £40K
Oeson Learning™,Trainee Data Analyst,Germany,No,Fellowship,2025-02-02,No,289,"Data Visualization, Machine Learning, Python, Tableau, ETL, Excel",€50K - €60K
Binance,Freelance Online Data Analyst,Portugal,Yes,Entry-level,2025-02-09,No,224,"Power BI, Statistics, Machine Learning, Python, Data Visualization",£40K - £50K
Found By Few,Data Analyst,Poland,No,Fellowship,2025-02-16,No,261,"Big Data, Power BI, Machine Learning",£30K - £40K
CapsLock,Data Science Intern,Ireland,Yes,Mid-level,2025-02-18,No,376,"SQL, Power BI, Python, Big Data, Machine Learning, Excel",$50K - $70K
Dataleum,Trainee Data Analyst,Germany,Yes,Mid-level,2025-02-11,Yes,11,"Machine Learning, Tableau, ETL, Python, Excel",£30K - £40K
CONNECTMETA.AI,Online Data Analyst,Germany,No,Internship,2025-01-24,Yes,421,"SQL, Power BI, Python",£40K - £50K
CapsLock,Sustainability Data Analyst,Norway,No,Senior,2025-02-12,Yes,431,"Machine Learning, Statistics, Data Visualization, Big Data",£40K - £50K
TELUS Digital,Data Science Intern,UAE,No,Fellowship,2025-02-15,Yes,58,"Machine Learning, Statistics, Power BI",Not Disclosed
Oeson Learning™,Data Analyst,Nigeria,No,Fellowship,2025-01-26,No,409,"Power BI, SQL, Data Visualization",€50K - €60K
Oeson Learning™,Data Science Intern,Spain,Yes,Entry-level,2025-01-25,No,215,"Python, Statistics, SQL, ETL, Excel, Data Visualization",$70K - $90K
Talent Glider,Data Scientist,United Kingdom,No,Fellowship,2025-02-04,Yes,96,"SQL, Machine Learning, ETL",£40K - £50K
TELUS Digital,Sustainability Data Analyst,UAE,No,Entry-level,2025-02-15,No,445,"SQL, Excel, Tableau, Python",€50K - €60K
Found By Few,Online Data Analyst,Spain,No,Fellowship,2025-02-03,Yes,380,"Excel, SQL, Power BI",$50K - $70K
